Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2011,MALE,HISPANIC,ADAM,32,72
2011,MALE,HISPANIC,ADEN,13,91
2011,MALE,HISPANIC,ADONIS,16,88
2011,MALE,HISPANIC,ADRIAN,157,19
2011,MALE,HISPANIC,ADRIEL,34,70
2011,MALE,HISPANIC,AIDAN,36,68
2011,MALE,HISPANIC,AIDEN,188,12
2011,MALE,HISPANIC,ALAN,38,66
2011,MALE,HISPANIC,ALBERT,13,91
2011,MALE,HISPANIC,ALBERTO,15,89
2011,MALE,HISPANIC,ALDO,10,94
2011,MALE,HISPANIC,ALEJANDRO,68,47
2011,MALE,HISPANIC,ALEX,68,47
2011,MALE,HISPANIC,ALEXANDER,219,9
2011,MALE,HISPANIC,ALEXIS,55,54
2011,MALE,HISPANIC,ALFREDO,15,89
2011,MALE,HISPANIC,ALLAN,10,94
2011,MALE,HISPANIC,ALLEN,22,82
2011,MALE,HISPANIC,ALVIN,10,94
2011,MALE,HISPANIC,AMIR,21,83
2011,MALE,HISPANIC,ANDERSON,33,71
2011,MALE,HISPANIC,ANDRE,10,94
2011,MALE,HISPANIC,ANDRES,51,57
2011,MALE,HISPANIC,ANDREW,125,25
2011,MALE,HISPANIC,ANDY,37,67
2011,MALE,HISPANIC,ANGEL,253,5
2011,MALE,HISPANIC,ANGELO,28,76
2011,MALE,HISPANIC,ANTHONY,207,10
2011,MALE,HISPANIC,ANTONIO,32,72
2011,MALE,HISPANIC,ARIEL,26,78
2011,MALE,HISPANIC,ARMANDO,11,93
2011,MALE,HISPANIC,ARMANI,20,84
2011,MALE,HISPANIC,ARTURO,10,94
2011,MALE,HISPANIC,ASHTON,17,87
2011,MALE,HISPANIC,AUSTIN,15,89
2011,MALE,HISPANIC,AVERY,13,91
2011,MALE,HISPANIC,AXEL,69,46
2011,MALE,HISPANIC,AYDEN,104,31
2011,MALE,HISPANIC,BENJAMIN,51,57
2011,MALE,HISPANIC,BRADLEY,24,80
2011,MALE,HISPANIC,BRANDON,184,13
2011,MALE,HISPANIC,BRAYAN,23,81
2011,MALE,HISPANIC,BRAYDEN,16,88
2011,MALE,HISPANIC,BRYAN,99,35
2011,MALE,HISPANIC,BRYANT,17,87
2011,MALE,HISPANIC,BRYCE,10,94
2011,MALE,HISPANIC,BYRON,19,85
2011,MALE,HISPANIC,CALEB,42,64
2011,MALE,HISPANIC,CAMERON,19,85
2011,MALE,HISPANIC,CARLOS,109,30
2011,MALE,HISPANIC,CARMELO,16,88
2011,MALE,HISPANIC,CESAR,29,75
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ABIGAIL,24,24
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ADA,13,35
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AISHA,13,35
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AIZA,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALEENA,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALEXA,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALEXANDRA,13,35
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALICE,27,21
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALINA,25,23
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALISHA,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALIYAH,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALLISON,17,31
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ALYSSA,26,22
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AMANDA,22,26
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AMBER,13,35
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AMELIA,14,34
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AMY,24,24
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANGEL,22,26
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANGELA,47,10
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANGELINA,26,22
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANGIE,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANIKA,14,34
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANNA,30,19
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANNABELLE,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ANNIE,20,28
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ARIA,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ARIANA,15,33
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ARIANNA,11,37
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ARYA,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,ASHLEY,52,8
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AUDREY,19,29
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AVA,23,25
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,AYESHA,17,31
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,BELLA,16,32
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,BONNIE,10,38
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,BRIANNA,13,35
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CATHERINE,27,21
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CECILIA,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CHARLOTTE,14,34
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CHLOE,106,2
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CHRISTINA,20,28
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CHRISTINE,11,37
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CHRISTY,12,36
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CINDY,14,34
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CLAIRE,27,21
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,CYNTHIA,14,34
2011,FEMALE,ASIAN AND PACIFIC ISLANDER,DAISY,11,37
